WHO_REGION,ISO_code,Cname,VaccineCode,Vaccine_Desc,Schedule,Entire_Part,Comment
AMR,ARG,Argentina,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"2, 4, 6 months;",entire,preterm newborns weighing less than 1500 grams at birth and <6 months
AMR,ARG,Argentina,DTwP,Diphtheria tetanus pertussis,6 years;,entire,
AMR,ARG,Argentina,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6, 15-18 months;",entire,
AMR,ARG,Argentina,HepA_Adult,HepA_adult,,entire,"special indications: MSM, patients with coagulation disorders, chronic liver disease, work with the HAV in laboratories, culinary staff, nursery staff who assist children under one year of age, travellers to high or medium endemic areas"
AMR,ARG,Argentina,HepA_Pediatric,HepA,12 months;,entire,
AMR,ARG,Argentina,HepB_Adult,HepB_adult,"1st contact; +1, +6 months;",entire,
AMR,ARG,Argentina,HepB_Pediatric,HepB,birth;,entire,
AMR,ARG,Argentina,HIB,Hib,,entire,premature babies
AMR,ARG,Argentina,HPV,HPV,11 years; +6 months;,entire,"women born after 2000, men born in 2006 who have completed 11 years"
AMR,ARG,Argentina,Influenza_Adult,Influenza_adult,>65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, other risk groups"
AMR,ARG,Argentina,Influenza_Pediatric,Influenza_pediatric,6-24 months;,entire,and children with chronic conditions
AMR,ARG,Argentina,IPV,Inactivated_polio,"2, 4 months;",entire,
AMR,ARG,Argentina,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,"3, 5, 15 months; 11 years;",entire,
AMR,ARG,Argentina,MMR,Measles mumps rubella,"1, 6 years;",entire,and Y11 if not yet vaccinated
AMR,ARG,Argentina,OPV,polio,"6, 15-18 months; 6 years;",entire,
AMR,ARG,Argentina,Pneumo_conj,Pneumococcal,"2, 4, 12 months;",entire,
AMR,ARG,Argentina,Pneumo_ps,Pneumococcal,>65 years;,entire,and 2-64 years of age with risk factors
AMR,ARG,Argentina,Rabies,Rabies,,entire,pre-exposure prophylaxis for people working with the virus in the laboratory; prophylaxis-post-exposure treatment against rabies
AMR,ARG,Argentina,Rotavirus,Rotavirus,"2, 4 months;",entire,
AMR,ARG,Argentina,Td,Tetanus diphtheria,"1st contact, +1, +6-12 months;",entire,"for adults who do not complete full scheme in childhood; if a complete scheme is accredited, a reinforcement is applied every 10 years"
AMR,ARG,Argentina,Tdap,Tetanus diphtheria pertussis,11 years;,entire,pregnant women from week 20 of pregnancy; healthcare workers who care for children under 12 months of age with revaccination every 5 years
AMR,ARG,Argentina,Varicella,Varicella,15 months;,entire,
AMR,ARG,Argentina,YF,Yellow_fever,18 months; 11 years;,part,"populations in risk zones, travellers to risk zones"
AMR,ARG,Argentina,Zoster,Varicella,,entire,"for prophylaxis against people exposed to varicella virus
for prophylaxis against people exposed to varicella virus
for prophylaxis against people exposed to varicella virus"
EUR,ARM,Armenia,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
EUR,ARM,Armenia,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 12, 18 weeks; 18 months;",entire,
EUR,ARM,Armenia,HepA_Adult,HepA_adult,"17, 18 years;",entire,males only
EUR,ARM,Armenia,HepB_Adult,HepB_adult,,entire,risk groups
EUR,ARM,Armenia,HepB_Pediatric,HepB,birth;,entire,
EUR,ARM,Armenia,HPV,HPV,13 years; +6 months;,entire,females only
EUR,ARM,Armenia,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,ARM,Armenia,Influenza_Pediatric,Influenza_pediatric,<5 years;,entire,children with chronic conditions
EUR,ARM,Armenia,IPV,Inactivated_polio,18 months;,entire,
EUR,ARM,Armenia,MenAC,Meningococcal_AC,17-18 years;,entire,males only
EUR,ARM,Armenia,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,17-18 years;,entire,males only
EUR,ARM,Armenia,MMR,Measles mumps rubella,"1, 6, 17-18 years;",entire,dose at y16-y17 given only to young men not having received the 2nd dose
EUR,ARM,Armenia,OPV,polio,"6, 12, 18 weeks; 18 months; 6 years;",entire,
EUR,ARM,Armenia,Pneumo_conj,Pneumococcal,"6, 12, 18 weeks; 17-18 years;",entire,4th dose only for young men
EUR,ARM,Armenia,Rabies,Rabies,,entire,risk groups
EUR,ARM,Armenia,Rotavirus,Rotavirus,"6, 12 weeks;",entire,
EUR,ARM,Armenia,Td,Tetanus diphtheria,"6, 15-16, 26-30, 36-40, 46-50, 56-60 years;",entire,
EUR,ARM,Armenia,Tularemia,Tularemia,17-18 years;,entire,males only
WPR,AUS,Australia,DTaP,Diphtheria tetanus acellular_pertussis vaccine,18 months;,entire,
WPR,AUS,Australia,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"2, 4, 6 months;",,
WPR,AUS,Australia,DTaPIPV,Diphtheria tetanus acellular_pertussis IPV,4 years;,entire,
WPR,AUS,Australia,HepA_Pediatric,HepA,"12, 18 months;",entire,"Aboriginal and Torres Strait Islander people in QLD, NT, WA and SA"
WPR,AUS,Australia,HepB_Adult,HepB_adult,10-19 years;,part,10-19 year olds for catch-up vaccination and >=19 years for refugee and humanitarian entrants
WPR,AUS,Australia,HepB_Pediatric,HepB,birth;,entire,
WPR,AUS,Australia,HIB,Hib,18 months;,entire,
WPR,AUS,Australia,HPV,HPV,12-13 years;,entire,"Year 7 and year 8 school children, both male and female."
WPR,AUS,Australia,Influenza_Adult,Influenza_adult,>=65 years;,entire,"People medically at risk from complication associated with influenza, pregnant women, people aged 65+ and Aboriginal and Torres Strait Islander People aged 5 year+"
WPR,AUS,Australia,Influenza_Pediatric,Influenza_pediatric,>=6 months;,entire,Aboriginal and Torres Strait Islander children aged 6 months to 59 months
WPR,AUS,Australia,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,12 months;,entire,"In addition, a national Men ACWY adolescent program for school children aged 14-16 years will commence in April 2019."
WPR,AUS,Australia,MMR,Measles mumps rubella,12 months;,entire,
WPR,AUS,Australia,MMRV,Measles mumps rubella varicella,18 months;,entire,
WPR,AUS,Australia,Pneumo_conj,Pneumococcal,"2, 4, 6, 12 months;",entire,"6M Medically at risk
6M Aboriginal and Torres Strait Islander people in QLD, NT, WA and SA"
WPR,AUS,Australia,Pneumo_ps,Pneumococcal,>= 65 years;,entire,"Y4 Medically at risk
Y15-49 Aboriginal and Torres Strait Islander people who are Medically at risk
Y50+ Aboriginal and Torres Strait Islander people"
WPR,AUS,Australia,Rotavirus,Rotavirus,"2, 4 months;",entire,
WPR,AUS,Australia,Tdap,Tetanus diphtheria pertussis,12-13 years;,entire,and pregnant women
WPR,AUS,Australia,Zoster,Varicella,"70, 71-79 years;",entire,includes time limited catch up program for 71-79 year olds until 2021
EUR,AUT,Austria,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"2, 4, 11 months;",entire,
EUR,AUT,Austria,HepB_Pediatric,HepB,12 years;,entire,free catch up until Y14
EUR,AUT,Austria,HPV,HPV,9 years; +6 months;,entire,females and males
EUR,AUT,Austria,Influenza_Adult,Influenza_adult,,entire,"and adults with chronic conditions, elderly, prenant women, healthcare workers, residents living in long-term care facilities, Hajj or other travelllers, other risk groups"
EUR,AUT,Austria,Influenza_Pediatric,Influenza_pediatric,>=6 months;,entire,and children with chronic conditions
EUR,AUT,Austria,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,12 years;,entire,
EUR,AUT,Austria,MMR,Measles mumps rubella,9 months; +1 months;,entire,catch-up for everybody regardless of age
EUR,AUT,Austria,Pneumo_conj,Pneumococcal,"2, 4, 11 months;",entire,
EUR,AUT,Austria,Rotavirus,Rotavirus,"6, 10, 14 weeks;",entire,
EUR,AUT,Austria,TdaPIPV,Tetanus diphtheria pertussis IPV,6 years;,entire,
EUR,AZE,Azerbaijan,BCG,Bacille_Calmette-Guérin vaccine,4-7 days;,entire,
EUR,AZE,Azerbaijan,DT,Tetanus diphtheria childrens,6 years;,entire,
EUR,AZE,Azerbaijan,DTwP,Diphtheria tetanus pertussis,18 months;,entire,
EUR,AZE,Azerbaijan,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 3, 4 months;",entire,
EUR,AZE,Azerbaijan,HepB_Pediatric,HepB,birth;,entire,
EUR,AZE,Azerbaijan,IPV,Inactivated_polio,6 months;,entire,
EUR,AZE,Azerbaijan,MMR,Measles mumps rubella,12 months; 6 years;,entire,
EUR,AZE,Azerbaijan,OPV,polio,"4-7 days; 2, 3, 4, 18 months;",entire,
EUR,AZE,Azerbaijan,Pneumo_conj,Pneumococcal,"2, 4, 6 months;",entire,
EUR,AZE,Azerbaijan,VitaminA,VitaminA,"12, 18 months;",entire,
AMR,BHS,Bahamas (the),DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"2, 4, 6 months;",part,private sector
AMR,BHS,Bahamas (the),DTwP,Diphtheria tetanus pertussis,4-5 years;,entire,
AMR,BHS,Bahamas (the),DTwPHib,Diphtheria tetanus pertussis Hib,15 months;,entire,
AMR,BHS,Bahamas (the),DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6 months;",entire,
AMR,BHS,Bahamas (the),HepA_Adult,HepA_adult,1st contact; +6 months;,entire,For travellers
AMR,BHS,Bahamas (the),HepA_Pediatric,HepA,1st contact; +6 months;,entire,For travellers
AMR,BHS,Bahamas (the),HepB_Adult,HepB_adult,"1st contact, +1, +5 months;",entire,
AMR,BHS,Bahamas (the),HepB_Pediatric,HepB,"1st contact, +1, +5 months;",entire,
AMR,BHS,Bahamas (the),HPV,HPV,"1st contact; +1, +5 months;",entire,females and males between 9-13 years
AMR,BHS,Bahamas (the),Influenza_Adult,Influenza_adult,>18 years,entire,"and elderly, adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, Haj or other travellers, other risk groups"
AMR,BHS,Bahamas (the),Influenza_Pediatric,Influenza_pediatric,6-35 months;,entire,and children with chronic conditions
AMR,BHS,Bahamas (the),IPV,Inactivated_polio,"2, 4 months;",entire,
AMR,BHS,Bahamas (the),MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,1st contact;,part,college students of New Providence and some Family Islands
AMR,BHS,Bahamas (the),MMR,Measles mumps rubella,12 months; 4-5 years;,entire,
AMR,BHS,Bahamas (the),OPV,polio,6 months; 4-5 years;,entire,
AMR,BHS,Bahamas (the),Pneumo_conj,Pneumococcal,"2, 4, 6, 15 months;",entire,
AMR,BHS,Bahamas (the),Rotavirus,Rotavirus,"2, 4 months;",entire,
AMR,BHS,Bahamas (the),Td,Tetanus diphtheria,>10 years;,entire,every 10 years
AMR,BHS,Bahamas (the),Tdap,Tetanus diphtheria pertussis,12 years;,entire,and at 1st contact for antenatal women
AMR,BHS,Bahamas (the),Varicella,Varicella,12 months; 4-5 years;,entire,
AMR,BHS,Bahamas (the),YF,Yellow_fever,1st contact;,entire,travellers to endemic countires
EMR,BHR,Bahrain,BCG,Bacille_Calmette-Guérin vaccine,birth;,part,infants born to parents originally from TB endemic area
EMR,BHR,Bahrain,CHOLERA,Cholera vaccine,,part,given in certain emergency situation for relief workers -military workers travelling to at risk countries.
EMR,BHR,Bahrain,DT,Tetanus diphtheria childrens,"2, 4, 6, 18 months; 4 years;",entire,children with contraindications or allergic to Pertussis componant of the vaccine
EMR,BHR,Bahrain,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"2, 4 months;",entire,routine childhood vaccination given at age of 2 and 4 months
EMR,BHR,Bahrain,DTaPIPV,Diphtheria tetanus acellular_pertussis IPV,4 years;,entire,
EMR,BHR,Bahrain,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 18 months;",entire,routine childhood vaccination given at age of 6 months. Also at age of 18 months.
EMR,BHR,Bahrain,HepA_Adult,HepA_adult,x2 doses;,entire,"high risk groups ,certain occupations at risk and travellers."
EMR,BHR,Bahrain,HepA_Pediatric,HepA,15 months; 2 years;,entire,routine childhood vaccination given at the age of 15 months and 2 years. Catch-up campaign for school students at age of 12 & 13 yrs and Last catch up dose 2016-2017 academic year.
EMR,BHR,Bahrain,HepB_Adult,HepB_adult,x3 doses;,entire,"high risk groups ,certain occupations at risk including HCW, college students and others."
EMR,BHR,Bahrain,HepB_Pediatric,HepB,birth;,entire,
EMR,BHR,Bahrain,HIB,Hib,5 years;,entire,"given as single dose  for  >5 years children with sickle cell disease, anatomical and/or  surgical asplenia, post bone marrow transplant and certain cancer after finishing treatment."
EMR,BHR,Bahrain,HPV,HPV,<15 years (x2 doses);,part,for girls and boys - available only in the private sector
EMR,BHR,Bahrain,Influenza_Adult,Influenza_adult,>=50 years;,entire,"and adults with chronic illness, pregnant women, health care workers, Haj or other travellers, other risk groups"
EMR,BHR,Bahrain,Influenza_Pediatric,Influenza_pediatric,"<=9, 10-19 years;",entire,and children with chronic illness
EMR,BHR,Bahrain,IPV,Inactivated_polio,"2, 4, 6, 18 months; 5 years;",entire,for immunocompromized and their household members
EMR,BHR,Bahrain,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,2 years;,entire,"Routine childhood vaccination. Also given to high risk groups and  to travelers to Holly places, meningitis belt countries and countries reporting outbreak."
EMR,BHR,Bahrain,MMR,Measles mumps rubella,"12, 18 months;",entire, also given for those without 2 valid MMR doses discovered during preschool screening or if cases identified in a residency blocks.
EMR,BHR,Bahrain,OPV,polio,"4, 6, 18 months; 5 years;",entire,"routine childhood vaccination, traveller to polio endemic countries"
EMR,BHR,Bahrain,Pneumo_conj,Pneumococcal,"2, 4, 15 months;",entire,routine childhood vaccination. As  a single dose for adults at >=50 years and for high risk groups at age 5-50 years.
EMR,BHR,Bahrain,Pneumo_ps,Pneumococcal,>=65 years;,entire,Routinely for those at age of 65 yrs and above and High Risk Groups from age of 2 years and above as a single dose and  for certain risk categories revaccination dose after 5 years.
EMR,BHR,Bahrain,Rotavirus,Rotavirus,"2, 4 months;",entire,
EMR,BHR,Bahrain,Td,Tetanus diphtheria,>=7 years;,entire,"pregnant women, Post trauma, certain occupations at risk & others at risk of exposure"
EMR,BHR,Bahrain,Tdap,Tetanus diphtheria pertussis,13 years;,entire,"school students vaccination, elderly and others at risk."
EMR,BHR,Bahrain,Typhoid_ps,Typhoid,>=2 years;,entire,for travellers and certain at risk groups
EMR,BHR,Bahrain,Varicella,Varicella,"1, 3 years;",entire,"routine childhood vaccine given at one year and three years of age. Also, the vaccine is given to high risk groups including HCW at direct patient care, household of oncology patient and others"
EMR,BHR,Bahrain,YF,Yellow_fever,,entire,travellers to YF endemic areas
SEAR,BGD,Bangladesh,BCG,Bacille_Calmette-Guérin vaccine,birth;,entire,
SEAR,BGD,Bangladesh,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"6, 10, 14 weeks;",entire,
SEAR,BGD,Bangladesh,HPV,HPV,10 years; +6 months;,part,females only; 10 years and grade V (demo project in 1 district)
SEAR,BGD,Bangladesh,IPV,Inactivated_polio,"6, 14 weeks;",entire,fractional dose
SEAR,BGD,Bangladesh,MR,Measles rubella,38 weeks; 15 months,entire,
SEAR,BGD,Bangladesh,OPV,polio,"6, 10, 14 weeks;",entire,
SEAR,BGD,Bangladesh,Pneumo_conj,Pneumococcal,"6, 10, 14 weeks;",entire,
SEAR,BGD,Bangladesh,TT,Tetanus,"15 years; +1, +6 months; +1, +1 year;",entire,15-49 years women
SEAR,BGD,Bangladesh,VitaminA,VitaminA,6-59 months;,entire,
AMR,BRB,Barbados,BCG,Bacille_Calmette-Guérin vaccine,9 months;,entire,Infants of parents that travel to countries with a high burden of tuberculosis
AMR,BRB,Barbados,DT,Tetanus diphtheria childrens,5-7 years;,entire,given to those who did not receive DTP before 4.5 years
AMR,BRB,Barbados,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"2, 4, 6 months;",entire,infants of HIV positive mothers
AMR,BRB,Barbados,DTwP,Diphtheria tetanus pertussis,18 months; 4.5 years;,entire,
AMR,BRB,Barbados,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 4, 6 months;",entire,
AMR,BRB,Barbados,HepA_Adult,HepA_adult,"1st contact; +1, +6 months;",entire,
AMR,BRB,Barbados,HPV,HPV,10-11 years; +6 months;,entire,Class 4's (10-11 years); from 1's (11 years); females and males
AMR,BRB,Barbados,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,BRB,Barbados,IPV,Inactivated_polio,2 months;,entire,
AMR,BRB,Barbados,MMR,Measles mumps rubella,"12, 18 months;",entire,
AMR,BRB,Barbados,OPV,polio,"4, 6 months; 1.5, 4.5, 10-11 years;",entire,
AMR,BRB,Barbados,Pneumo_conj,Pneumococcal,"2, 4, 6 months;",entire,
AMR,BRB,Barbados,Td,Tetanus diphtheria,10-11 years;,entire,and pregnant women where necessary
AMR,BRB,Barbados,Tdap,Tetanus diphtheria pertussis,18 months; 4.5 years;,entire,Children who have a history of seizures
AMR,BRB,Barbados,Varicella,Varicella,12 months;,entire,
AMR,BRB,Barbados,YF,Yellow_fever,1st contact;,entire,travellers to endemic countries
EUR,BLR,Belarus,aP,Acellular_pertussis vaccine,,entire,preventive vaccinations using vaccines containing acellular pertussis are given to children who have contraindications to the introduction of whole-cell pertussis component
EUR,BLR,Belarus,BCG,Bacille_Calmette-Guérin vaccine,3-5 days;,entire,
EUR,BLR,Belarus,Diphteria,Diphtheria vaccine,11 years;,entire,anatoxin diphtheria purified adsorbed with reduced antigen content
EUR,BLR,Belarus,DT,Tetanus diphtheria childrens,6 years;,entire,
EUR,BLR,Belarus,DTwP,Diphtheria tetanus pertussis,18 months;,entire,
EUR,BLR,Belarus,DTwPHibHepB,Diphtheria Tetanus Pertussis Haemophilus influenzae HepB,"2, 3, 4 months;",entire,from June 2018
EUR,BLR,Belarus,HepB_Pediatric,HepB,"1 day; 1, 5 months;",entire,
EUR,BLR,Belarus,HIB,Hib,1-4 years;,entire,"for children who have not previously received prophylactic vaccinations agagins hemophilic infections until 5 years of age, and having a specified chronic conditions"
EUR,BLR,Belarus,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,BLR,Belarus,Influenza_Pediatric,Influenza_pediatric,6 months-3 years;,entire,and children with chronic conditions
EUR,BLR,Belarus,IPV,Inactivated_polio,"2, 3, 4 months; 7 years;",entire,
EUR,BLR,Belarus,MMR,Measles mumps rubella,12 months; 6 years;,entire,
EUR,BLR,Belarus,Pneumo_conj,Pneumococcal,"2, 4, 12 months;",entire,children <5 years with specific chonic conditions/diseases
EUR,BLR,Belarus,Td,Tetanus diphtheria,"16, 26, 36, 46, 56, 66 years;",entire,
EUR,BLR,Belarus,TT,Tetanus,,entire,emergency tetanus prophylaxis
EUR,BEL,Belgium,DTaPHibHepBIPV,Hexavalent_diphtheria tetanus acellular_pertussis Hib hepB IPV,"8, 12, 16 weeks; 15 months;",entire,
EUR,BEL,Belgium,DTaPIPV,Diphtheria tetanus acellular_pertussis IPV,5-6 years;,entire,"Y5-6 in Wallonia, Y6 in Flanders"
EUR,BEL,Belgium,HepB_Pediatric,HepB,birth;,entire,recommended for newborns of HBsAg+ mothers
EUR,BEL,Belgium,HPV,HPV,12-14 years; +6 months;,entire,females in 1st year of secondary school (Y12) in Flanders - x2 doses; females in 2nd year of secondary school (Y13-Y14) in Wallonia - +6 months;
EUR,BEL,Belgium,Influenza_Adult,Influenza_adult,>=65 years;,entire,"and adults with chronic conditions, pregnant women in 2nd and 3rd trimester, healthcare workers, residents living in long-term care facilities"
EUR,BEL,Belgium,Influenza_Pediatric,Influenza_pediatric,,entire,children with chronic conditions
EUR,BEL,Belgium,MenC_conj,Meningococcal_C,15 months;,entire,
EUR,BEL,Belgium,MMR,Measles mumps rubella,12 months; 11-12 years;,entire,2nd dose at Y10 in Flanders
