Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Prince Edward Island,Canada,46.5107,-63.4168,3/2/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/3/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/4/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/5/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/6/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/7/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/8/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/9/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/10/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/11/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/12/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/13/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/14/2020,0,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/15/2020,1,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/16/2020,1,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/17/2020,1,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/18/2020,1,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/19/2020,2,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/20/2020,2,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/21/2020,2,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/22/2020,3,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/23/2020,3,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/24/2020,3,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/25/2020,5,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/26/2020,5,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/27/2020,9,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/28/2020,11,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/29/2020,11,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/30/2020,18,0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/31/2020,21,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/1/2020,21,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/2/2020,22,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/3/2020,22,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/4/2020,22,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/5/2020,22,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/6/2020,22,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/7/2020,22,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/8/2020,25,1,0
Prince Edward Island,Canada,46.5107,-63.4168,4/9/2020,25,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/10/2020,25,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/11/2020,25,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/12/2020,25,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/13/2020,25,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/14/2020,25,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/15/2020,26,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/16/2020,26,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/17/2020,26,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/18/2020,26,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/19/2020,26,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/20/2020,26,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/21/2020,26,0,0
Prince Edward Island,Canada,46.5107,-63.4168,4/22/2020,26,0,0
Quebec,Canada,52.9399,-73.5491,1/22/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/23/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/24/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/25/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/26/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/27/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/28/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/29/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/30/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,1/31/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/1/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/2/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/3/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/4/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/5/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/6/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/7/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/8/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/9/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/10/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/11/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/12/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/13/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/14/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/15/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/16/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/17/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/18/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/19/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/20/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/21/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/22/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/23/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/24/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/25/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/26/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/27/2020,0,0,0
Quebec,Canada,52.9399,-73.5491,2/28/2020,1,0,0
Quebec,Canada,52.9399,-73.5491,2/29/2020,1,0,0
Quebec,Canada,52.9399,-73.5491,3/1/2020,1,0,0
Quebec,Canada,52.9399,-73.5491,3/2/2020,1,0,0
Quebec,Canada,52.9399,-73.5491,3/3/2020,1,0,0
Quebec,Canada,52.9399,-73.5491,3/4/2020,1,0,0
Quebec,Canada,52.9399,-73.5491,3/5/2020,2,0,0
Quebec,Canada,52.9399,-73.5491,3/6/2020,2,0,0
Quebec,Canada,52.9399,-73.5491,3/7/2020,3,0,0
Quebec,Canada,52.9399,-73.5491,3/8/2020,4,0,0
Quebec,Canada,52.9399,-73.5491,3/9/2020,4,0,0
Quebec,Canada,52.9399,-73.5491,3/10/2020,4,0,0
Quebec,Canada,52.9399,-73.5491,3/11/2020,8,0,0
Quebec,Canada,52.9399,-73.5491,3/12/2020,9,0,0
Quebec,Canada,52.9399,-73.5491,3/13/2020,17,0,0
Quebec,Canada,52.9399,-73.5491,3/14/2020,17,0,0
Quebec,Canada,52.9399,-73.5491,3/15/2020,24,0,0
Quebec,Canada,52.9399,-73.5491,3/16/2020,50,0,0
Quebec,Canada,52.9399,-73.5491,3/17/2020,74,0,0
Quebec,Canada,52.9399,-73.5491,3/18/2020,94,0,0
Quebec,Canada,52.9399,-73.5491,3/19/2020,121,1,0
Quebec,Canada,52.9399,-73.5491,3/20/2020,139,1,0
Quebec,Canada,52.9399,-73.5491,3/21/2020,181,5,0
Quebec,Canada,52.9399,-73.5491,3/22/2020,219,4,0
Quebec,Canada,52.9399,-73.5491,3/23/2020,628,4,0
Quebec,Canada,52.9399,-73.5491,3/24/2020,1013,4,0
Quebec,Canada,52.9399,-73.5491,3/25/2020,1342,6,0
Quebec,Canada,52.9399,-73.5491,3/26/2020,1632,8,0
Quebec,Canada,52.9399,-73.5491,3/27/2020,2024,18,0
Quebec,Canada,52.9399,-73.5491,3/28/2020,2498,22,0
Quebec,Canada,52.9399,-73.5491,3/29/2020,2840,22,0
Quebec,Canada,52.9399,-73.5491,3/30/2020,3430,22,0
Quebec,Canada,52.9399,-73.5491,3/31/2020,4162,31,0
Quebec,Canada,52.9399,-73.5491,4/1/2020,4611,33,0
Quebec,Canada,52.9399,-73.5491,4/2/2020,5518,36,0
Quebec,Canada,52.9399,-73.5491,4/3/2020,6101,61,0
Quebec,Canada,52.9399,-73.5491,4/4/2020,6101,61,0
Quebec,Canada,52.9399,-73.5491,4/5/2020,7944,75,0
Quebec,Canada,52.9399,-73.5491,4/6/2020,8580,121,0
Quebec,Canada,52.9399,-73.5491,4/7/2020,9340,150,0
Quebec,Canada,52.9399,-73.5491,4/8/2020,10031,175,0
Quebec,Canada,52.9399,-73.5491,4/9/2020,10912,216,0
Quebec,Canada,52.9399,-73.5491,4/10/2020,11677,241,0
Quebec,Canada,52.9399,-73.5491,4/11/2020,12292,289,0
Quebec,Canada,52.9399,-73.5491,4/12/2020,12846,328,0
Quebec,Canada,52.9399,-73.5491,4/13/2020,13557,360,0
Quebec,Canada,52.9399,-73.5491,4/14/2020,14248,435,0
Quebec,Canada,52.9399,-73.5491,4/15/2020,14860,487,0
Quebec,Canada,52.9399,-73.5491,4/16/2020,15857,630,0
Quebec,Canada,52.9399,-73.5491,4/17/2020,16798,688,0
Quebec,Canada,52.9399,-73.5491,4/18/2020,17521,688,0
Quebec,Canada,52.9399,-73.5491,4/19/2020,17950,820,0
Quebec,Canada,52.9399,-73.5491,4/20/2020,19319,939,0
Quebec,Canada,52.9399,-73.5491,4/21/2020,20126,1044,0
Quebec,Canada,52.9399,-73.5491,4/22/2020,20965,1134,0
Saskatchewan,Canada,52.9399,-106.4509,1/22/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/23/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/24/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/25/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/26/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/27/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/28/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/29/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/30/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,1/31/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/1/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/2/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/3/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/4/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/5/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/6/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/7/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/8/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/9/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/10/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/11/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/12/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/13/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/14/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/15/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/16/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/17/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/18/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/19/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/20/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/21/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/22/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/23/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/24/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/25/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/26/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/27/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/28/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/29/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/1/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/2/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/3/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/4/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/5/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/6/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/7/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/8/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/9/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/10/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/11/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/12/2020,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/13/2020,2,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/14/2020,2,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/15/2020,2,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/16/2020,7,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/17/2020,7,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/18/2020,8,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/19/2020,16,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/20/2020,20,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/21/2020,26,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/22/2020,52,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/23/2020,66,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/24/2020,72,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/25/2020,72,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/26/2020,95,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/27/2020,95,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/28/2020,134,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/29/2020,156,0,0
Saskatchewan,Canada,52.9399,-106.4509,3/30/2020,156,2,0
Saskatchewan,Canada,52.9399,-106.4509,3/31/2020,184,2,0
Saskatchewan,Canada,52.9399,-106.4509,4/1/2020,193,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/2/2020,206,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/3/2020,220,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/4/2020,220,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/5/2020,249,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/6/2020,249,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/7/2020,260,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/8/2020,260,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/9/2020,271,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/10/2020,285,3,0
Saskatchewan,Canada,52.9399,-106.4509,4/11/2020,289,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/12/2020,298,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/13/2020,300,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/14/2020,300,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/15/2020,304,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/16/2020,305,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/17/2020,307,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/18/2020,313,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/19/2020,315,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/20/2020,316,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/21/2020,320,4,0
Saskatchewan,Canada,52.9399,-106.4509,4/22/2020,326,4,0
Yukon,Canada,64.2823,-135,1/22/2020,0,0,0
Yukon,Canada,64.2823,-135,1/23/2020,0,0,0
Yukon,Canada,64.2823,-135,1/24/2020,0,0,0
Yukon,Canada,64.2823,-135,1/25/2020,0,0,0
Yukon,Canada,64.2823,-135,1/26/2020,0,0,0
Yukon,Canada,64.2823,-135,1/27/2020,0,0,0
Yukon,Canada,64.2823,-135,1/28/2020,0,0,0
Yukon,Canada,64.2823,-135,1/29/2020,0,0,0
Yukon,Canada,64.2823,-135,1/30/2020,0,0,0
Yukon,Canada,64.2823,-135,1/31/2020,0,0,0
Yukon,Canada,64.2823,-135,2/1/2020,0,0,0
Yukon,Canada,64.2823,-135,2/2/2020,0,0,0
Yukon,Canada,64.2823,-135,2/3/2020,0,0,0
Yukon,Canada,64.2823,-135,2/4/2020,0,0,0
Yukon,Canada,64.2823,-135,2/5/2020,0,0,0
Yukon,Canada,64.2823,-135,2/6/2020,0,0,0
Yukon,Canada,64.2823,-135,2/7/2020,0,0,0
Yukon,Canada,64.2823,-135,2/8/2020,0,0,0
Yukon,Canada,64.2823,-135,2/9/2020,0,0,0
Yukon,Canada,64.2823,-135,2/10/2020,0,0,0
Yukon,Canada,64.2823,-135,2/11/2020,0,0,0
Yukon,Canada,64.2823,-135,2/12/2020,0,0,0
Yukon,Canada,64.2823,-135,2/13/2020,0,0,0
Yukon,Canada,64.2823,-135,2/14/2020,0,0,0
Yukon,Canada,64.2823,-135,2/15/2020,0,0,0
Yukon,Canada,64.2823,-135,2/16/2020,0,0,0
Yukon,Canada,64.2823,-135,2/17/2020,0,0,0
Yukon,Canada,64.2823,-135,2/18/2020,0,0,0
Yukon,Canada,64.2823,-135,2/19/2020,0,0,0
Yukon,Canada,64.2823,-135,2/20/2020,0,0,0
Yukon,Canada,64.2823,-135,2/21/2020,0,0,0
Yukon,Canada,64.2823,-135,2/22/2020,0,0,0
Yukon,Canada,64.2823,-135,2/23/2020,0,0,0
Yukon,Canada,64.2823,-135,2/24/2020,0,0,0
Yukon,Canada,64.2823,-135,2/25/2020,0,0,0
Yukon,Canada,64.2823,-135,2/26/2020,0,0,0
Yukon,Canada,64.2823,-135,2/27/2020,0,0,0
Yukon,Canada,64.2823,-135,2/28/2020,0,0,0
Yukon,Canada,64.2823,-135,2/29/2020,0,0,0
Yukon,Canada,64.2823,-135,3/1/2020,0,0,0
Yukon,Canada,64.2823,-135,3/2/2020,0,0,0
Yukon,Canada,64.2823,-135,3/3/2020,0,0,0
Yukon,Canada,64.2823,-135,3/4/2020,0,0,0
Yukon,Canada,64.2823,-135,3/5/2020,0,0,0
Yukon,Canada,64.2823,-135,3/6/2020,0,0,0
Yukon,Canada,64.2823,-135,3/7/2020,0,0,0
Yukon,Canada,64.2823,-135,3/8/2020,0,0,0
Yukon,Canada,64.2823,-135,3/9/2020,0,0,0
Yukon,Canada,64.2823,-135,3/10/2020,0,0,0
Yukon,Canada,64.2823,-135,3/11/2020,0,0,0
Yukon,Canada,64.2823,-135,3/12/2020,0,0,0
Yukon,Canada,64.2823,-135,3/13/2020,0,0,0
Yukon,Canada,64.2823,-135,3/14/2020,0,0,0
Yukon,Canada,64.2823,-135,3/15/2020,0,0,0
Yukon,Canada,64.2823,-135,3/16/2020,0,0,0
Yukon,Canada,64.2823,-135,3/17/2020,0,0,0
Yukon,Canada,64.2823,-135,3/18/2020,0,0,0
Yukon,Canada,64.2823,-135,3/19/2020,0,0,0
Yukon,Canada,64.2823,-135,3/20/2020,0,0,0
Yukon,Canada,64.2823,-135,3/21/2020,0,0,0
Yukon,Canada,64.2823,-135,3/22/2020,0,0,0
Yukon,Canada,64.2823,-135,3/23/2020,0,0,0
Yukon,Canada,64.2823,-135,3/24/2020,0,0,0
Yukon,Canada,64.2823,-135,3/25/2020,0,0,0
Yukon,Canada,64.2823,-135,3/26/2020,3,0,0
Yukon,Canada,64.2823,-135,3/27/2020,3,0,0
Yukon,Canada,64.2823,-135,3/28/2020,4,0,0
Yukon,Canada,64.2823,-135,3/29/2020,4,0,0
Yukon,Canada,64.2823,-135,3/30/2020,4,0,0
Yukon,Canada,64.2823,-135,3/31/2020,5,0,0
Yukon,Canada,64.2823,-135,4/1/2020,5,0,0
Yukon,Canada,64.2823,-135,4/2/2020,6,0,0
Yukon,Canada,64.2823,-135,4/3/2020,6,0,0
Yukon,Canada,64.2823,-135,4/4/2020,6,0,0
Yukon,Canada,64.2823,-135,4/5/2020,6,0,0
Yukon,Canada,64.2823,-135,4/6/2020,6,0,0
Yukon,Canada,64.2823,-135,4/7/2020,7,0,0
Yukon,Canada,64.2823,-135,4/8/2020,7,0,0
Yukon,Canada,64.2823,-135,4/9/2020,7,0,0
Yukon,Canada,64.2823,-135,4/10/2020,8,0,0
Yukon,Canada,64.2823,-135,4/11/2020,8,0,0
Yukon,Canada,64.2823,-135,4/12/2020,8,0,0
Yukon,Canada,64.2823,-135,4/13/2020,8,0,0
Yukon,Canada,64.2823,-135,4/14/2020,8,0,0
Yukon,Canada,64.2823,-135,4/15/2020,8,0,0
Yukon,Canada,64.2823,-135,4/16/2020,8,0,0
Yukon,Canada,64.2823,-135,4/17/2020,8,0,0
Yukon,Canada,64.2823,-135,4/18/2020,9,0,0
Yukon,Canada,64.2823,-135,4/19/2020,9,0,0
Yukon,Canada,64.2823,-135,4/20/2020,11,0,0
Yukon,Canada,64.2823,-135,4/21/2020,11,0,0
Yukon,Canada,64.2823,-135,4/22/2020,11,0,0
,Central African Republic,6.6111,20.9394,1/22/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/23/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/24/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/25/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/26/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/27/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/28/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/29/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/30/2020,0,0,0
,Central African Republic,6.6111,20.9394,1/31/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/1/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/2/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/3/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/4/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/5/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/6/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/7/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/8/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/9/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/10/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/11/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/12/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/13/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/14/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/15/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/16/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/17/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/18/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/19/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/20/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/21/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/22/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/23/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/24/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/25/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/26/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/27/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/28/2020,0,0,0
,Central African Republic,6.6111,20.9394,2/29/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/1/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/2/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/3/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/4/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/5/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/6/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/7/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/8/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/9/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/10/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/11/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/12/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/13/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/14/2020,0,0,0
,Central African Republic,6.6111,20.9394,3/15/2020,1,0,0
,Central African Republic,6.6111,20.9394,3/16/2020,1,0,0
,Central African Republic,6.6111,20.9394,3/17/2020,1,0,0
,Central African Republic,6.6111,20.9394,3/18/2020,1,0,0
,Central African Republic,6.6111,20.9394,3/19/2020,1,0,0
,Central African Republic,6.6111,20.9394,3/20/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/21/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/22/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/23/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/24/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/25/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/26/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/27/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/28/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/29/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/30/2020,3,0,0
,Central African Republic,6.6111,20.9394,3/31/2020,3,0,0
,Central African Republic,6.6111,20.9394,4/1/2020,3,0,0
,Central African Republic,6.6111,20.9394,4/2/2020,3,0,0
,Central African Republic,6.6111,20.9394,4/3/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/4/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/5/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/6/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/7/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/8/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/9/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/10/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/11/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/12/2020,8,0,0
,Central African Republic,6.6111,20.9394,4/13/2020,11,0,3
,Central African Republic,6.6111,20.9394,4/14/2020,11,0,4
,Central African Republic,6.6111,20.9394,4/15/2020,12,0,4
,Central African Republic,6.6111,20.9394,4/16/2020,12,0,4
,Central African Republic,6.6111,20.9394,4/17/2020,12,0,4
,Central African Republic,6.6111,20.9394,4/18/2020,12,0,4
,Central African Republic,6.6111,20.9394,4/19/2020,12,0,4
,Central African Republic,6.6111,20.9394,4/20/2020,12,0,4
,Central African Republic,6.6111,20.9394,4/21/2020,14,0,10
,Central African Republic,6.6111,20.9394,4/22/2020,14,0,10
,Chad,15.4542,18.7322,1/22/2020,0,0,0
